strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S1,0,2.1435106078,2.1498135337,0.0452447618,0.9547552382,0.018928331,0,0.0081459148,0.0823436088,LINEAR
S1,0,2.2930735894,2.2949792861,0.0452447618,0.9547552382,0.018928331,0.4046115395,0.0081459148,0.0823436088,LINEAR
S1,0,2.4190370014,2.4325338033,0,1,0,0,0,0,LINEAR
S1,1,0.278065217,0.2988400694,0.8995896011,0.1004103989,0.0271464888,0,0.8463834607,0.9527957415,LINEAR
S1,1,0.3469080569,0.3503105263,0.8778225868,0.1221774132,0.0291690668,0,0.8206522664,0.9349929072,LINEAR
S1,1,0.3604039249,0.3647328321,0.8721079576,0.1278920424,0.0296035972,0,0.8140859733,0.930129942,LINEAR
S1,1,0.3907920353,0.3928355341,0.8721079576,0.1278920424,0.0296035972,2.0343198286,0.8140859733,0.930129942,LINEAR
S1,1,0.4079652971,0.4254915534,0.8721079576,0.1278920424,0.0296035972,1.8833902214,0.8140859733,0.930129942,LINEAR
S1,1,0.4594482717,0.4623810804,0.7749772216,0.2250227784,0.0353726837,0,0.7056480355,0.8443064078,LINEAR
S1,1,0.4805458977,0.4807226581,0.7749772216,0.2250227784,0.0353726837,1.5958456521,0.7056480355,0.8443064078,LINEAR
S1,1,0.4891041049,0.5006211835,0.7749772216,0.2250227784,0.0353726837,7.9971282469,0.7056480355,0.8443064078,LINEAR
S1,1,0.5050352588,0.5059259645,0.7749772216,0.2250227784,0.0353726837,6.7514807437,0.7056480355,0.8443064078,LINEAR
S1,1,0.5389836663,0.5441818421,0.7392102356,0.2607897644,0.0362878423,0,0.6680873716,0.8103330996,LINEAR
S1,1,0.5719241465,0.5766262749,0.7392102356,0.2607897644,0.0362878423,1.9761111027,0.6680873716,0.8103330996,LINEAR
S1,1,0.6022499776,0.602730643,0.7392102356,0.2607897644,0.0362878423,6.3528753053,0.6680873716,0.8103330996,LINEAR
S1,1,0.6336065494,0.6361302491,0.7392102356,0.2607897644,0.0362878423,1.4406141859,0.6680873716,0.8103330996,LINEAR
S1,1,0.6381276227,0.6394365639,0.7033496147,0.2966503853,0.0375268981,0,0.6297982459,0.7769009835,LINEAR
