trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
1,2.0690600738,2.076781638,0.1342569962,0.8657430038,0.0290231601,0,0.0773726477,0.1911413448,LINEAR
1,2.1238357663,2.1309603131,0.1342569962,0.8657430038,0.0290231601,2.8636460847,0.0773726477,0.1911413448,LINEAR
1,2.1643400495,2.1764887345,0.1090039298,0.8909960702,0.02655506,0,0.0569569686,0.1610508911,LINEAR
1,2.2165321227,2.2452686559,0.1090039298,0.8909960702,0.02655506,4.5060595362,0.0569569686,0.1610508911,LINEAR
1,2.2725727705,2.2736003471,0.1029119454,0.8970880546,0.0259936727,0,0.051965283,0.1538586078,LINEAR
1,2.2978032182,2.3004439232,0.0477524447,0.9522475553,0.0176140108,0,0.0132296178,0.0822752715,LINEAR
1,2.3800992526,2.3927300102,0.0459972466,0.9540027534,0.0172457216,0,0.0121962533,0.0797982398,LINEAR
1,2.5371971884,2.5542838614,0.0459972466,0.9540027534,0.0172457216,25.230178234,0.0121962533,0.0797982398,LINEAR
1,2.7123291894,2.7146005444,0.0459972466,0.9540027534,0.0172457216,18.712682917,0.0121962533,0.0797982398,LINEAR
1,2.7191121866,2.7414087405,0.0110516248,0.9889483752,0.0089302936,0,0,0.0285546786,LINEAR
1,3.0709683609,3.1515747009,0,1,0,0,0,0,LINEAR
