trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
1,0.8527218485,0.8546038453,0.5172759047,0.4827240953,0.0378588485,0,0.4430739253,0.5914778842,LINEAR
1,0.8603591165,0.8652765662,0.5172759047,0.4827240953,0.0378588485,1.9974059626,0.4430739253,0.5914778842,LINEAR
1,0.8658936974,0.8694145933,0.5172759047,0.4827240953,0.0378588485,2.5108244531,0.4430739253,0.5914778842,LINEAR
1,0.8700492706,0.8702204141,0.5172759047,0.4827240953,0.0378588485,1.4170048973,0.4430739253,0.5914778842,LINEAR
1,0.8729646048,0.8895071593,0.5172759047,0.4827240953,0.0378588485,1.1056473039,0.4430739253,0.5914778842,LINEAR
1,0.8975509601,0.9011484701,0.5172759047,0.4827240953,0.0378588485,4.1549811967,0.4430739253,0.5914778842,LINEAR
1,0.9129585503,0.9208429676,0.5172759047,0.4827240953,0.0378588485,2.7498040474,0.4430739253,0.5914778842,LINEAR
1,0.9296818115,0.932715615,0.5172759047,0.4827240953,0.0378588485,4.9597532024,0.4430739253,0.5914778842,LINEAR
1,0.9652751747,0.9679141766,0.5172759047,0.4827240953,0.0378588485,4.5323332217,0.4430739253,0.5914778842,LINEAR
1,0.9719907739,0.9724517087,0.5172759047,0.4827240953,0.0378588485,6.9479193326,0.4430739253,0.5914778842,LINEAR
1,0.9825286963,0.9853425556,0.5172759047,0.4827240953,0.0378588485,7.6417795219,0.4430739253,0.5914778842,LINEAR
1,0.9939815742,0.996511724,0.5172759047,0.4827240953,0.0378588485,3.0874643506,0.4430739253,0.5914778842,LINEAR
1,1.0104116488,1.0349203834,0.5172759047,0.4827240953,0.0378588485,9.3350911702,0.4430739253,0.5914778842,LINEAR
1,1.058228838,1.0687548422,0.4466112986,0.5533887014,0.0379624477,0,0.3722062684,0.5210163288,LINEAR
1,1.0745678488,1.0751379621,0.4466112986,0.5533887014,0.0379624477,1.2281926885,0.3722062684,0.5210163288,LINEAR
1,1.0777540461,1.0870164379,0.4466112986,0.5533887014,0.0379624477,3.5548476567,0.3722062684,0.5210163288,LINEAR
1,1.1105861156,1.1113468776,0.4466112986,0.5533887014,0.0379624477,2.6381740801,0.3722062684,0.5210163288,LINEAR
1,1.1285350788,1.1307625747,0.4466112986,0.5533887014,0.0379624477,1.49771687,0.3722062684,0.5210163288,LINEAR
1,1.1406529043,1.1496132395,0.4466112986,0.5533887014,0.0379624477,10.415202742,0.3722062684,0.5210163288,LINEAR
1,1.1664590607,1.1707511271,0.4466112986,0.5533887014,0.0379624477,9.7400136413,0.3722062684,0.5210163288,LINEAR
1,1.1864054911,1.1896162705,0.4466112986,0.5533887014,0.0379624477,4.1545002914,0.3722062684,0.5210163288,LINEAR
1,1.207974398,1.2149929101,0.4466112986,0.5533887014,0.0379624477,6.8279910467,0.3722062684,0.5210163288,LINEAR
1,1.243904189,1.2665743788,0.4466112986,0.5533887014,0.0379624477,0.8929140508,0.3722062684,0.5210163288,LINEAR
1,1.2742566676,1.2806557351,0.4466112986,0.5533887014,0.0379624477,3.4610534953,0.3722062684,0.5210163288,LINEAR
