strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S2,0,2.1305877203,2.1396513963,0.5984146294,0.4015853706,0.0378493813,0.9376582086,0.5242312052,0.6725980535,LINEAR
S2,0,2.1635943549,2.1758255278,0.5369251544,0.4630748456,0.0365906523,0,0.4652087938,0.6086415151,LINEAR
S2,0,2.2103484906,2.2136721066,0.5369251544,0.4630748456,0.0365906523,6.078709433,0.4652087938,0.6086415151,LINEAR
S2,0,2.2542579663,2.2757207276,0.5369251544,0.4630748456,0.0365906523,13.847004185,0.4652087938,0.6086415151,LINEAR
S2,0,2.2873341697,2.3096333807,0.5369251544,0.4630748456,0.0365906523,16.341163142,0.4652087938,0.6086415151,LINEAR
S2,0,2.3134592809,2.3198977913,0.5369251544,0.4630748456,0.0365906523,15.638401896,0.4652087938,0.6086415151,LINEAR
S2,0,2.3764088457,2.3816496748,0.5369251544,0.4630748456,0.0365906523,8.9932225052,0.4652087938,0.6086415151,LINEAR
S2,0,2.3911832278,2.3974874238,0.5369251544,0.4630748456,0.0365906523,11.487381462,0.4652087938,0.6086415151,LINEAR
S2,0,2.4731086013,2.4759831344,0.5369251544,0.4630748456,0.0365906523,7.4011849697,0.4652087938,0.6086415151,LINEAR
S2,0,2.5942429332,2.6081104767,0.5369251544,0.4630748456,0.0365906523,8.3077207585,0.4652087938,0.6086415151,LINEAR
S2,0,2.6404002365,2.6446212935,0.5369251544,0.4630748456,0.0365906523,16.318191379,0.4652087938,0.6086415151,LINEAR
S2,0,2.6506080697,2.6715442929,0.5369251544,0.4630748456,0.0365906523,18.812350336,0.4652087938,0.6086415151,LINEAR
S2,0,2.7347030914,2.7403157618,0.5369251544,0.4630748456,0.0365906523,20.880402813,0.4652087938,0.6086415151,LINEAR
S2,0,2.7529657404,2.7598988735,0.5369251544,0.4630748456,0.0365906523,23.374561769,0.4652087938,0.6086415151,LINEAR
S2,0,2.8276472404,2.8474472924,0.5369251544,0.4630748456,0.0365906523,5.9378538997,0.4652087938,0.6086415151,LINEAR
S2,0,2.8949611494,2.8966484097,0.4965926746,0.5034073254,0.0379776206,0,0.4221579061,0.5710274432,LINEAR
S2,0,2.9301677053,2.9459701059,0.4796162138,0.5203837862,0.0378247865,0,0.4054809946,0.553751433,LINEAR
S2,0,2.977283224,2.9904711865,0.4796162138,0.5203837862,0.0378247865,7.7337515683,0.4054809946,0.553751433,LINEAR
S2,0,2.9981377623,3.0031986311,0.4796162138,0.5203837862,0.0378247865,9.1349557787,0.4054809946,0.553751433,LINEAR
S2,0,3.0689137597,3.0802297261,0.4796162138,0.5203837862,0.0378247865,16.221840347,0.4054809946,0.553751433,LINEAR
S2,0,3.1816755296,3.1890913778,0.4680622038,0.5319377962,0.0380786612,0,0.3934293992,0.5426950083,LINEAR
S2,0,3.216090654,3.2288269838,0.4680622038,0.5319377962,0.0380786612,8.1124092274,0.3934293992,0.5426950083,LINEAR
S2,0,3.3028640128,3.3069768999,0.4680622038,0.5319377962,0.0380786612,2.9177552681,0.3934293992,0.5426950083,LINEAR
S2,0,3.3393797306,3.3460047594,0.4680622038,0.5319377962,0.0380786612,7.3312359823,0.3934293992,0.5426950083,LINEAR
S2,0,3.4518537447,3.4675469226,0.4311841055,0.5688158945,0.0414494115,0,0.3499447517,0.5124234592,LINEAR
